ss,id,IPAddress,StartDate,EndDate,MID,study,confirmation_code,Age,Gender,Edu,SES,1.111,threaten,attitudes,value,like,connected,Al-IW1-1,Al-IW1-2,1.112,Al-IW2-1,Al-IW2-2,threat,attitude,value,like,connected,1.121,threaten,attitude,value,like,connected,Alha-II1-1,Alha-II1-2,1.122,Alha-II2-1,Alha-II2-2,threat,attitude,value,like,connected,2.211,threat,attitude,value,like,connected,Dan-DW1-1,Dan-DW1-2,2.212,Dan-DW2-1,Dan-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,2.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,DANY-DI1-1,DANY-DI1-2,2.222,DANY-DI2-1,DANY-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,3.211,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,HAR-DW1-1,HAR-DW1-2,3.212,HAR-DW2-1,HAR-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,3.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,HAR-DI1-1,HAR-DI1-2,3.222,HAR-DI2-1,HAR-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,4.111,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,JEF-IW1-1,JEF-IW1-2,4.112,JEF-IW2-1,JEF-IW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,4.121,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,JAF-II1-1,JF-II1-2,4.122,JAF-II2-1,JAF-II2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,5.111,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,CHAD-IW1-1,CHAD-IW1-2,5.112,CHAD-IW2-1,CHAD-IW2-2,THREAT,ATTITUDE,VALUE,LIKE ,CONNECTED,5.121,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,CHAH-II1-1,CHAH-II1-2,5.122,CHAH-II2-1,CHAH-II2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,6.211,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,ADAM-DW1-1,ADAM-DW1-2,6.212,ADAM-DW2-1,ADAM-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,6.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,ADNA-DI1-1,ADNA-DI1-2,6.222,ADNA-DI2-1,ADNA-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,1.211,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,AL-DW1-1,AL-DW1-2,1.212,AL-DW2-1,AL-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,1.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,Alha-D-I-1,Alha-D-I-2,1.222,ALHA-DI2-1,ALHA-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,2.111,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,DAN-IW1-1,DAN-IW1-2,2.112,DAN-IW2-1,DAN-IW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,2.121,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,DANY-II1-1,DANY-II1-2,2.122,DANY-II2-1,DANY-II2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,3.111,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,HAR-IW1-1,HAR-IW1-2,3.112,HAR-IW2-1,HAR-IW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,3.121,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,HAR-II1-1,HAR-II1-2,3.122,HAR-II2-1,HAR-II2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,4.211,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,JEFF-DW1-1,JEF-DW1-2,4.212,JEFF-DW2-1,JEFF-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,4.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,JAFR-DI1-1,JAFR-DI1-2,4.222,JAFR-DI2-1,JAFR-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,5.211,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,CHAD-DW1-1,CHAD-DW1-2,5.212,CHAD-DW2-1,CHAD-DW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,5.221,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,CHAH-DI1-1,CHAH-DI1-2,5.222,CHAH-DI2-1,CHAH-DI2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,6.111,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,ADAM-IW1-1,ADAM-IW1-2,6.112,ADAM-IW2-1,ADAM-IW2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,6.121,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,ADNA-II1-1,ADNA-II1-2,6.122,ADNA-II2-1,ADNA-II2-2,THREAT,ATTITUDE,VALUE,LIKE,CONNECTED,check1,check2,check_excl,comp1_eth,comp1_eth_recode,comp2_cond,exclude,eth_ss,vignette.condition.eth.order,VIGNETTE,VIGNETTE_NAME,COND,COND_NAME,ETH_COND,ETH_COND_NAME,ORDER,THREAT,ATTITUDE,value,like,connected,IDENTIFICATION,ts_forced,TS_FORCED_RECODE,TS_SCALE
1148,R_3K55IbBRo2gXOBH,97.78.251.230,1/25/16 14:20,1/25/16 14:22,A248G7WMC2OS7F,Julian_2,14503144,43,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,7,6,4,2,8,,,,,,,,,,I have read the instructions,0,6,1,1,1,6,6.121,6,police,1,improvement,2,immigrant,1,4,6,7,6,4,5.666666667,2,0,8
1149,R_3rMPQuuxej6DGck,74.199.113.122,1/25/16 14:20,1/25/16 14:23,A3F0NFNLOLFJT0,Julian_2,70117466,33,1,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1,9,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,1,6,4.122,4,alcohol,1,improvement,2,immigrant,2,1,9,9,9,8,8.666666667,1,1,9
1150,R_2PjLxUIboR61ZCt,67.171.231.229,1/25/16 14:20,1/25/16 14:23,A320QA9HJFUOZO,Julian_2,55770812,29,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,7,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,6,6.111,6,police,1,improvement,1,white,1,1,6,7,6,5,6,2,0,4
1151,R_1dgK2kTQlRcgsH5,66.87.121.161,1/25/16 14:20,1/25/16 14:23,A3DYWQZI78VQF9,Julian_2,95801019,39,2,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions ,0,6,1,2,1,6,1.222,1,dad,2,deterioration,2,immigrant,2,6,1,1,1,1,1,1,1,8
1152,R_2SfsSWXKQXPtvWK,73.224.39.132,1/25/16 14:19,1/25/16 14:23,A20CD8XLL86SM5,Julian_2,15906469,21,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,8,9,8,5,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,3,5.121,5,minorities,1,improvement,2,immigrant,1,2,8,9,8,5,7.333333333,2,0,7
1153,R_2rv9vggPm4qvXt0,64.126.119.2,1/25/16 14:21,1/25/16 14:23,A17I88FWG7XU6A,Julian_2,17670046,41,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,1,0,1,4.121,4,alcohol,1,improvement,2,immigrant,1,1,9,9,9,6,8,1,1,9
1154,R_2BbrOw1mvNqUymF,67.78.217.162,1/25/16 14:19,1/25/16 14:23,A1H49IS4NJB5I4,Julian_2,16645406,23,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,6,5,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,3,1,6,3.121,3,biz,1,improvement,2,immigrant,1,5,6,6,5,4,5,1,1,5
1155,R_29c6xykrjpNxLi3,66.226.123.34,1/25/16 14:22,1/25/16 14:24,A1GOTCAV0X9TRQ,Julian_2,80683955,34,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,7,6,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,6,6.111,6,police,1,improvement,1,white,1,2,5,7,6,5,6,1,1,7
1156,R_2DVaus9H6J8Mcn8,73.0.81.242,1/25/16 14:22,1/25/16 14:26,A38KIO2400LOTJ,Julian_2,59867621,47,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1,6,6,6,6,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,6,6.112,6,police,1,improvement,1,white,2,1,6,6,6,6,6,1,1,9
1157,R_1IsdLk3l6DdUD9f,208.107.237.201,1/25/16 14:25,1/25/16 14:27,A2Q22NO4YDBL02,Julian_2,73453794,23,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,8,7,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Currently in my senior year of undergraduate studies.,1,6,1,1,1,6,5.111,5,minorities,1,improvement,1,white,1,3,5,8,7,4,6.333333333,2,0,5
1158,R_2B2p0eS1hhpEWKu,223.207.117.54,1/25/16 14:23,1/25/16 14:27,A2GKW1W3UCFAMK,Julian_2,69861324,29,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,5,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,1,7,2.111,2,terr,1,improvement,1,white,1,2,5,5,5,4,4.666666667,1,1,3
1159,R_2XcGfTXxUDzJANz,72.92.16.74,1/25/16 14:23,1/25/16 14:27,AMGUIWZ6SCBFN,Julian_2,51808492,34,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,7,7,7,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,6,4.211,4,alcohol,2,deterioration,1,white,1,4,7,7,7,7,7,1,1,8
1160,R_5uOTpcCwBwktKBb,207.68.221.134,1/25/16 14:22,1/25/16 14:28,A2997QJXO3RWDL,Julian_2,58596352,58,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,3,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""I have read the instructions""",0,5,2,1,0,6,2.122,2,terr,1,improvement,2,immigrant,2,3,5,2,4,1,2.333333333,2,0,7
1161,R_1mqLge9tYH5Cwz1,72.191.24.211,1/25/16 14:25,1/25/16 14:28,A2S7YTHP2R94AY,Julian_2,75236169,24,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,9,9,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,5,2,2,1,6,1.221,1,dad,2,deterioration,2,immigrant,1,1,9,9,9,5,7.666666667,2,0,1
1162,R_21vxR4YMRehQ9OI,24.140.15.105,1/25/16 14:23,1/25/16 14:28,ASHICHGI73J0D,Julian_2,84349601,62,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,5,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions.,0,5,2,2,0,6,5.222,5,minorities,2,deterioration,2,immigrant,2,5,6,6,6,4,5.333333333,1,1,7
1163,R_2R86orozfMuWRn0,66.168.96.49,1/25/16 14:25,1/25/16 14:28,A1QTQISKEHWSKZ,Julian_2,16690114,28,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,7,5,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,6,2.212,2,terr,2,deterioration,1,white,2,7,5,8,6,6,6.666666667,2,0,5
1164,R_DTuuPhx3EsBxkE9,104.172.45.172,1/25/16 14:18,1/25/16 14:28,A2BZJAUH0XPO54,Julian_2,16876328,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,6,6,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,1,0,3,4.111,4,alcohol,1,improvement,1,white,1,3,6,6,6,5,5.666666667,2,0,6
1165,R_2zIue25HdA54m2f,104.10.146.217,1/25/16 14:27,1/25/16 14:29,AY4E4CDN0J6JL,Julian_2,29359095,43,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,9,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,5,2,2,0,6,6.222,6,police,2,deterioration,2,immigrant,2,1,9,7,7,4,6,2,0,2
1166,R_1FK9oXDdfvRJv8I,98.176.191.155,1/25/16 14:23,1/25/16 14:29,A2AFBEHFLVZQ6,Julian_2,45126760,56,2,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I  have read the instructtions,0,6,1,2,0,6,6.212,6,police,2,deterioration,1,white,2,5,7,7,7,7,7,2,0,5
1167,R_3KxORXaNMpukSTe,173.80.150.71,1/25/16 14:25,1/25/16 14:30,AY2MLI09IRXWY,Julian_2,86923707,25,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,5,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the instructions,0,6,1,2,0,6,5.212,5,minorities,2,deterioration,1,white,2,1,5,7,7,8,7.333333333,2,0,4
