ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
388,R_pJGr7NHa5Q9xOtX,ASFR82SJYMGNU,30,2,5,4,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.237,23,59.423,1,6,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,59.423,1,6,18.237,23,6,5,2,2,I have read the instructions ,0,0
389,R_cBklIyNDDR004Yp,A3OVBX8053MN1T,48,2,4,4,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,19.815,12,29.065,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,29.065,2,5,19.815,12,6,5,2,2,i have read the instructions,0,0
390,R_9RGqC6p049VvneJ,A3LCK4U4O66LK3,24,1,2,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.966,1,9,149.047,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,30.966,1,9,149.047,21,6,5,2,2,I have read the instructions,0,0
391,R_XLZrm34AHQFe7o5,A2B4N1UIPO12M1,24,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,32.497,1,7,20.063,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,32.497,1,7,20.063,21,6,6,1,2,I have read the instructions,0,0
392,R_2CH2UwvnH7zvlYC,AGDJB8B8CDZ71,32,1,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.043,12,46.677,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,46.677,3,5,15.043,12,6,6,1,2,I have read the instructions,0,0
393,R_3Ej87YpflJnR690,A269NM3WDHKGLW,20,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.201,1,6,19.286,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,24.201,1,6,19.286,16,1,6,1,2,I have read the instructions,0,1
394,R_5stKq4v6f053GMh,A2N9NUVKX5IU7K,50,1,2,9,I have read the Instructions,0,,,,,,,,,,,,,,,,,,,,41.139,12,66.73,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,66.73,1,5,41.139,12,6,5,2,2,I have read the Instructions,0,0
395,R_2YGsAsD8efSvEWf,APSP9NBS1JLLB,20,1,4,5,I have read the instructions,0,,17.053,1,6,15.46,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,17.053,1,6,15.46,16,6,2,0,2,I have read the instructions,0,1
396,R_32UTDB4FUDQnMdg,A2CDSSLYR02L67,29,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.024,12,57.447,2,5,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,57.447,2,5,21.024,12,1,5,2,2,I have read the instructions,0,1
397,R_2dnd9uAjmNQ8J2C,A2ZL0EX4WW4BAB,33,2,4,8,,1,,,,,,,,34.346,12,30.911,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,30.911,2,2,34.346,12,6,6,1,2,,1,1
398,R_6rlDW4Zi1HgRaNj,A1AZ4YFTS2OZXS,33,1,5,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.379,16,58.335,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,58.335,1,9,27.379,16,6,6,1,2,,1,1
399,R_2Bs5m9LOd0A1adT,AK8NUCU4Z1MD8,21,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.567,15,34.072,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,34.072,1,7,15.567,15,3,6,1,2,I have read the instructions,0,1
400,R_23dbVNesFNqju2H,AWHCA5PZ6MTKB,41,1,6,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.673,2,8,23.49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,52.673,2,8,23.49,16,6,5,2,2,I have read the instructions,0,1
401,R_OQdcWloAxIyV8Bz,A3S6THVUVDN926,34,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.625,12,72.785,2,7,6.22,6,police,2,immigrant,2,Donation_first,72.785,2,7,30.625,12,6,5,2,2,I have read the instructions,0,0
402,R_27HEjlqXXuzRBvg,AWED9U58T0MGU,19,1,4,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.046,16,36.724,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,36.724,2,4,16.046,16,1,6,1,2,,1,1
403,R_2dA4CQE8cMa0EmT,ASK4B4COH0OOH,50,1,2,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.348,16,26.218,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,26.218,1,5,14.348,16,6,5,2,2,,1,1
404,R_0JPFpCpdCsuV26Z,AI70R330WM29Z,50,1,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98,12,18.419,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,18.419,1,4,22.98,12,6,6,1,2,,1,1
405,R_1EZO6tiHpne4S80,A20IKZ082TZP6P,29,1,6,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.003,1,8,18.905,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,52.003,1,8,18.905,12,6,6,1,2,I have read the instructions,0,1
406,R_1d5lhBHzxUmi17G,A3KVHW275D0F5G,25,2,5,7,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.702,16,34.739,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,34.739,1,8,23.702,16,6,5,2,2,i have read the instructions,0,0
407,R_1dKZ4MZJnpuz11l,A2608GXHUQLT1A,28,2,4,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.527,2,6,12.053,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,33.527,2,6,12.053,16,6,5,2,2,,1,1
408,R_1rBMz7Own3xbDmu,A12MVDP939816I,23,1,4,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,16,34.973,1,6,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,34.973,1,6,15.85,16,1,6,1,2,,1,1
409,R_a5g7hyn6ll73WyR,A1H8U1H5GL5JSU,29,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.655,1,9,20.844,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,50.655,1,9,20.844,16,6,5,2,2,I have read the instructions,0,0
410,R_2WNfbQYxbz7TsDM,A3DTXYXVG7YG8U,32,2,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,65.212,2,3,22.038,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,65.212,2,3,22.038,12,6,6,1,2,I have read the instructions,0,0
411,R_umL5O2Z4ahFDwBz,A093754634PZ0YVVBJ6XN,38,2,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.192,1,9,23.983,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,45.192,1,9,23.983,12,6,6,1,2,,1,1
412,R_dcdatMcPV3lJXWh,A34D0ZXQ3GL6X5,31,2,5,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.755,2,7,23.283,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,39.755,2,7,23.283,12,6,5,2,2,I have read the instructions,0,0
413,R_2WZtGcQCwgm9rv7,A4CLRQXF396I1,60,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.224,1,8,16.965,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,41.224,1,8,16.965,12,6,6,1,2,I have read the instructions,0,0
414,R_2tMtfcbpfJ3aeJJ,A2LAE5LO34AK,30,1,6,4,i have read the instructions,0,,,,,,,,,,,,,,22.549,1,7,9.429,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,22.549,1,7,9.429,16,6,6,1,2,i have read the instructions,0,1
415,R_2X7Lw1rZ5DHHofu,A2VAE9W6WW5QJ3,24,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.667,1,7,15.446,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,28.667,1,7,15.446,16,6,6,1,2,I have read the instructions,0,1
416,R_1lls77yhaEfCXbP,ABP1TJVOX62L1,37,2,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.47,1,9,38.735,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,46.47,1,9,38.735,21,6,5,2,2,I have read the instructions,0,0
417,R_3rG0QOGia1NW7jX,A3TRPNX1X28TPS,41,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.495,1,7,51.181,12,,,,,,,6.21,6,police,2,immigrant,1,TS_first,47.495,1,7,51.181,12,2,5,2,2,I have read the instructions,0,1
418,R_2Pwnlc3zBpFtVQM,AALHA10KJZX0O,28,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.793,1,5,22.771,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,44.793,1,5,22.771,12,1,1,0,2,I have read the instructions,0,1
419,R_3jUnQnQlVScQjfV,A7SROCYRSYYYE,29,1,2,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.594,16,26.012,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,26.012,2,9,11.594,16,6,6,1,2,I have read the instructions,0,0
420,R_RRKFEfYBdBCacAV,A3KFXPAE40VKWY,36,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,137.068,3,5,26.674,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,137.068,3,5,26.674,21,4,6,1,2,I have read the instructions,0,1
421,R_22FkzsLUdbHKB9r,A3U120ZESP2R1A,32,2,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.632,21,55.671,1,7,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,55.671,1,7,13.632,21,6,5,2,2,I have read the instructions,0,0
422,R_wSMCWMSkye2CdPj,A3JNJNRHZBP7XC,31,1,3,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.23,2,6,12.582,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,38.23,2,6,12.582,12,6,6,1,2,I have read the instructions,0,0
423,R_aX0ktDtoJ1na6Nr,AM6RXZEET0140,33,1,8,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.843,1,9,11.679,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,19.843,1,9,11.679,12,6,6,1,2,I have read the instructions,0,0
424,R_2dQDXRhbAlJPX2h,A3MQW8PZM3L4S,29,1,4,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.528,12,27.479,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,27.479,1,9,34.528,12,6,5,2,2,,1,1
425,R_1KuQZUpKlJ1JRe1,A1RTEBQDAOHDQ1,56,2,8,5,I have read the instructions,0,,,,,,,,27.586,16,86.684,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,86.684,3,5,27.586,16,1,7,0,2,I have read the instructions,0,1
426,R_1Nhr0u1IHeinlmL,A1BVQEM4JM0XH3,27,2,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26,1,7,13.573,15,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,24.26,1,7,13.573,15,6,6,1,2,I have read the instructions,0,0
427,R_2tfeMjj0EhLLygs,A16ZDOT0YYC9N9,25,1,5,3,I  have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.062,18,12.757,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,12.757,2,6,8.062,18,3,2,0,2,I  have read the instructions,0,1
428,R_veQtA7UK2uhJd73,A21JKZ4XTFLC69,64,2,4,8,I have read the instructions.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.717,3,3,28.336,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,5,minorities,2,immigrant,1,TS_first,62.717,3,3,28.336,12,6,5,2,2,I have read the instructions.,0,0
429,R_2EhkGNQUbE2LQB8,A2Z39M3H7C2741,26,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,47.317,1,8,25.55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,47.317,1,8,25.55,16,6,5,2,2,I have read the instructions,0,0
430,R_bkN1T6CBtU9RoCl,A3M3FPE6V6QRCA,20,1,4,4,I'm still in university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.323,1,7,30.045,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,24.323,1,7,30.045,16,6,5,2,2,I'm still in university,1,1
431,R_31RQKv1S9XcoUqP,A3EZE9VQL3LAD,26,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.835,23,21.538,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,21.538,2,7,7.835,23,6,6,1,2,I have read the instructions,0,1
432,R_Z3sqegHVuVOXX0Z,AHUN8PYMDT7U,52,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.876,12,38.34,1,9,6.22,6,police,2,immigrant,2,Donation_first,38.34,1,9,44.876,12,6,5,2,2,I have read the instructions,0,0
433,R_3D6WWpC9j7pe6Ov,A899L8WYC76AD,29,2,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.704,19,25.848,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,25.848,1,8,32.704,19,5,6,1,2,I have read the instructions,0,1
434,R_28VeoKSW09ikOTn,A7KKJH42UYG4T,29,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,19.546,12,110.299,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,110.299,3,5,19.546,12,4,5,2,2,I have read the instructions,0,1
435,R_20OTaGzuspgY7c1,A5M975UINIFLU,25,1,4,5,I have read the instructions,0,,29.174,2,3,10.745,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,29.174,2,3,10.745,12,6,1,0,2,I have read the instructions,0,1
436,R_swcIhwhGAJNyhQl,A2A8R88VCTG04V,32,2,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.229,1,6,16.38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,57.229,1,6,16.38,23,1,5,2,2,,1,1
